"","median.effect","median.effect.l","median.effect.u","ctt.pval","cwt.pval","gtt.pval","ctt.pval.BH.adj","cwt.pval.BH.adj","gtt.pval.BH.adj"
"ADAM21",-3.02328505091424,-3.02328505091424,-0.523285050914239,0.16781100059969,0.161896233936329,0.0839055479376568,0.92718632073287,0.86568190813722,0.698280055824994
"ADAM21P1",-2.26126818402632,-2.26126818402632,0.238731815973678,0.908988074394889,0.948111234700831,0.613797699651997,1,1,0.99948695243462
"ADAM22",-2.30817889413678,-2.30817889413678,0.191821105863218,1,1,0.760202850618012,1,1,1
"ADAM23",-2.84785585711147,-2.84785585711147,-0.347855857111472,0.325424282678838,0.256463784682589,0.162712141355017,1,1,0.998967342069304
"ADAM28",-0.231148559012445,-0.231148559012445,2.26885144098756,1,1,0.759834887500107,1,1,1
"ADAM32",-0.672155864223019,-0.672155864223019,1.82784413577698,1,1,0.985639800243376,1,1,1
"ADAM33",-3.27587034387081,-3.27587034387081,-0.775870343870809,0.153800091189435,0.175583678818045,0.0769003720055461,0.994744694474349,0.997758006093416,0.75896276686244
"ADAM7",-3.34380041095699,-3.34380041095699,-0.843800410956993,0.2809150979844,0.270525173262382,0.140538404150114,0.972366346133852,0.973127552910289,0.833692522742308
"ADAM8",0.16655293179262,0.16655293179262,2.66655293179262,0.595623815989535,0.58239717002516,0.297811907998315,1,1,1
"ADAM9",-1.54952785448567,-1.54952785448567,0.950472145514329,1,1,0.999731706858212,1,1,1
"ADAMDEC1",2.71711211887077,2.71711211887077,5.21711211887077,0.000471934748452508,0.000446203771935037,0.000235971823440006,0.0436968253024019,0.0402176803112706,0.0218486064305537
"ADAMTS1",-2.04611642940484,-2.04611642940484,0.453883570595163,1,1,0.933411407242636,1,1,1
"ADAMTS10",0.323174058501762,0.323174058501762,2.82317405850176,0.24064419495481,0.374947366833592,0.120322097477409,1,1,1
"ADAMTS12",-1.04274875958553,-1.04274875958553,1.45725124041447,1,1,0.993438978323766,1,1,1
"ADAMTS13",-1.92416008286297,-1.92416008286297,0.575839917137028,1,1,0.985278337971905,1,1,1
"ADAMTS14",1.09803526830826,1.09803526830826,3.59803526830826,0.00730723066245223,0.00596318380592533,0.00365361533170644,0.379493541605748,0.312990396734104,0.189746809034564
"ADAMTS15",-3.42866449470676,-3.42866449470676,-0.928664494706765,0.00779958921375251,0.00948155648135517,0.00389979460688451,0.12505541546212,0.146674657138961,0.0625277157882497
"ADAMTS16",-5.04758446094657,-5.04758446094657,-2.54758446094657,6.832577089085e-06,1.00150193928059e-06,3.41628858569877e-06,0.00024894627160232,4.1902565658709e-05,0.000124473251539093
"ADAMTS17",-1.83167487152854,-1.83167487152854,0.668325128471455,1,1,0.992428123526203,1,1,1
"ADAMTS18",-0.102685166484617,-0.102685166484617,2.39731483351538,0.998526063075935,1,0.640674884291029,1,1,1
"ADAMTS19",-6.14871531672321,-6.14871531672321,-3.64871531672321,3.27911132097034e-05,4.50401646097141e-05,1.63959573685794e-05,0.000902052993697657,0.00122175413857714,0.000451036414891685
"ADAMTS2",0.498300618508371,0.498300618508371,2.99830061850837,0.144274608743659,0.150217238811173,0.0721373043727766,1,1,1
"ADAMTS3",-1.94738166124864,-1.94738166124864,0.552618338751359,1,1,0.954279995900413,1,1,1
"ADAMTS4",0.725787006589151,0.725787006589151,3.22578700658915,0.13525899528614,0.286606203973544,0.0676295017706218,1,1,1
"ADAMTS5",-1.00044670320403,-1.00044670320403,1.49955329679597,1,1,0.99973753712807,1,1,1
"ADAMTS6",-2.21396682175909,-2.21396682175909,0.286033178240911,1,1,0.809657384089708,1,1,1
"ADAMTS7",0.74139421657489,0.74139421657489,3.24139421657489,0.00602889109433572,0.0179239197446367,0.00301444554716786,0.335380038936655,0.728522568419971,0.167690042838047
"ADAMTS8",-3.18911990396178,-3.18911990396178,-0.689119903961784,0.03833372079141,0.0151615915867947,0.0191668603957342,0.488079460184834,0.218628470922435,0.24404047382925
"ADAMTS9",-1.58565135117517,-1.58565135117517,0.914348648824825,1,1,0.99969785496797,1,1,1
"ADAMTS9-AS2",-2.07084995599297,-2.07084995599297,0.429150044007029,1,1,0.893101904446202,1,1,1
"ADAMTSL1",-3.62188894369438,-3.62188894369438,-1.12188894369438,0.00300144958785931,0.0010719549287802,0.00150072479394499,0.0549161319350087,0.0217041893010214,0.0274581578441446
"ADAMTSL2",-3.10998887244035,-3.10998887244035,-0.609988872440351,0.043606797919035,0.0242539930581885,0.0218033989595198,0.54842024614426,0.332835264162592,0.274210390896147
"ADAMTSL3",-1.88012060137145,-1.88012060137145,0.619879398628546,1,1,0.969493504140002,1,1,1
"ADAMTSL4",-0.0849886721386008,-0.0849886721386008,2.4150113278614,1,1,0.662082262965536,1,1,1
"ADAMTSL5",-2.14778561207037,-2.14778561207037,0.352214387929631,1,1,0.900951005756661,1,1,1
"ADAP1",-2.97227130551674,-2.97227130551674,-0.472271305516738,0.0189150667270647,0.0605859497426499,0.00945753336353233,0.267730243151266,0.723759274407033,0.13386580437102
"ADAP2",0.325039638970336,0.325039638970336,2.82503963897034,0.221433396423564,0.426883225487101,0.110716698211783,1,1,1
"ADAR",-1.8348798734673,-1.8348798734673,0.665120126532705,1,1,0.999420307581957,1,1,1
"ADARB1",-1.08151987914247,-1.08151987914247,1.41848012085753,1,1,0.999996220019024,1,1,1
"ADARB2",-3.17996562165622,-3.17996562165622,-0.679965621656224,0.105478817259169,0.157558984192238,0.0527394087502351,0.910959712393455,0.993716425322546,0.565036882090486
"ADAT1",-2.41573485975434,-2.41573485975434,0.0842651402456558,1,1,0.635694020671898,1,1,1
"ADAT2",-1.26654601427084,-1.26654601427084,1.23345398572916,1,1,0.999999744042619,1,1,1
"ADAT3",-1.60579931314292,-1.60579931314292,0.89420068685708,1,1,0.999944790393046,1,1,1
"ADC",-0.999638126444347,-0.999638126444347,1.50036187355565,1,1,0.999998449058989,1,1,1
"ADCK1",-2.4827000780157,-2.4827000780157,0.0172999219843049,0.991117044306026,0.473914488426159,0.536344165844102,1,1,1
"ADCK2",-1.09166017496796,-1.09166017496796,1.40833982503204,1,1,0.999999873414298,1,1,1
"ADCK3",-1.78888300011052,-1.78888300011052,0.711116999889484,1,1,0.999301934060817,1,1,1
"ADCK4",-1.16593950916906,-1.16593950916906,1.33406049083094,1,1,0.999999999999996,1,1,1
"ADCK5",-1.07180078300072,-1.07180078300072,1.42819921699928,1,1,0.999999942081264,1,1,1
"ADCY1",-2.68556829828881,-2.68556829828881,-0.185568298288813,0.585875848418276,0.526707056586768,0.292937924249461,1,1,1
"ADCY10",0.0114468028134507,0.0114468028134507,2.51144680281345,0.901367194350312,0.983706296302382,0.49317620626341,1,1,1
"ADCY2",-0.270876805893703,-0.270876805893703,2.2291231941063,1,0.979563173052266,0.703957412564352,1,1,1
"ADCY3",-0.649359841651119,-0.649359841651119,1.85064015834888,1,1,0.997750452330712,1,1,1
"ADCY4",-0.966783643739662,-0.966783643739662,1.53321635626034,1,1,0.999850021103118,1,1,1
"ADCY5",-1.160341216051,-1.160341216051,1.339658783949,1,1,0.998689026659811,1,1,1
"ADCY6",-2.08740720115487,-2.08740720115487,0.412592798845135,1,1,0.979958245449898,1,1,1
"ADCY7",-0.0718097745680213,-0.0718097745680213,2.42819022543198,1,1,0.604372527355449,1,1,1
"ADCY8",1.05392513084218,1.05392513084218,3.55392513084218,0.215627802942149,0.231557186287677,0.107888017709149,1,1,0.998914422473669
"ADCY9",-1.80324349142514,-1.80324349142514,0.696756508574856,1,1,0.997400439743943,1,1,1
"ADCYAP1",-2.68581135662613,-2.68581135662613,-0.185811356626125,0.707051194863857,0.450211206734488,0.353655556456459,1,1,1
"ADCYAP1R1",-0.502786908158864,-0.502786908158864,1.99721309184114,1,1,0.857991535193779,1,1,1
"ADD1",-1.68166544951001,-1.68166544951001,0.818334550489986,1,1,0.999994479694837,1,1,1
"ADD2",0.234992005690017,0.234992005690017,2.73499200569002,0.6270325419618,0.673433486745232,0.313539655840148,1,1,1
"ADD3",-2.4458373365011,-2.4458373365011,0.0541626634988965,1,1,0.5900743186243,1,1,1
"ADGB",-2.13927584659118,-2.13927584659118,0.360724153408823,0.973156878348395,0.999228924306834,0.701398456889789,1,1,1
"ADH1A",-5.71859949555042,-5.71859949555042,-3.21859949555042,1.70138906251767e-06,1.11513112296729e-07,8.50707198255124e-07,6.06139541323858e-05,5.88986458892569e-06,3.03073294527189e-05
"ADH1B",-6.10852373447723,-6.10852373447723,-3.60852373447723,2.39674843771588e-06,7.38754865019021e-08,1.19842934015674e-06,8.29728377440808e-05,4.17599205602688e-06,4.14878658769501e-05
"ADH1C",-7.49255486498772,-7.49255486498772,-4.99255486498772,9.63494653244274e-10,2.55210399602579e-11,4.81761142301129e-10,5.68612583008428e-08,4.50510259321584e-09,2.8431421509093e-08
"ADH4",-3.17910938373039,-3.17910938373039,-0.679109383730387,0.182765913508109,0.0330173295754049,0.0913829790724889,0.993518965600194,0.418024106834323,0.824429663977962
"ADH5",-2.30816406972985,-2.30816406972985,0.19183593027015,1,1,0.831614048734207,1,1,1
"ADH6",-3.77689500064783,-3.77689500064783,-1.27689500064783,0.0703723713095087,0.0131704261073895,0.0351867357735467,0.814562330956503,0.195330150722899,0.409091066875953
"ADHFE1",-2.76447971389842,-2.76447971389842,-0.264479713898425,0.301558766818412,0.502912131301262,0.150779383409207,1,1,0.999759144961655
"ADI1",-2.57916823444007,-2.57916823444007,-0.0791682344400728,0.653409402092205,0.347519289338451,0.326704701046102,1,1,1
"ADIPOQ",-3.74584049682993,-3.74584049682993,-1.24584049682993,0.288770751308047,0.699674743095907,0.146586174436226,0.963859089509434,1,0.835112959729173
"ADIPOR1",-1.54573935804512,-1.54573935804512,0.954260641954881,1,1,0.999999995590741,1,1,1
"ADIPOR2",-1.65582488206644,-1.65582488206644,0.844175117933563,1,1,0.999996144590329,1,1,1
"ADK",-2.84233825955648,-2.84233825955648,-0.342338259556485,0.0822592254054873,0.114797465897652,0.0411296127027437,0.919604127466491,0.990340521368381,0.466609392261885
"ADM",0.869096310750344,0.869096310750344,3.36909631075034,0.00803454479268287,0.00969529454427485,0.00401727239634291,0.416899113085476,0.463541513991133,0.208449633094237
"ADM2",-0.313913119312123,-0.313913119312123,2.18608688068788,1,1,0.744948550949872,1,1,1
"ADNP",-1.80473650576863,-1.80473650576863,0.695263494231374,1,1,0.999590168871542,1,1,1
"ADNP2",-2.14887747483459,-2.14887747483459,0.351122525165409,1,1,0.949616339288504,1,1,1
"ADO",-2.01350143878809,-2.01350143878809,0.486498561211906,1,1,0.992418244141355,1,1,1
"ADORA1",-3.65463772129899,-3.65463772129899,-1.15463772129899,0.0102841039953664,0.0086815933692016,0.005142052004404,0.158234752634476,0.136026103640674,0.0791174915318049
"ADORA2A",-0.790212076071368,-0.790212076071368,1.70978792392863,1,1,0.999750384109082,1,1,1
"ADORA2B",-0.0316174370021338,-0.0316174370021338,2.46838256299787,0.974139670217088,1,0.539269451765733,1,1,1
"ADORA3",1.52849091340708,1.52849091340708,4.02849091340708,2.22504410399508e-05,3.89170609251892e-05,1.11252205199772e-05,0.00365735184034589,0.00569837433327881,0.00182867596213578
"ADPGK",-0.885112214829756,-0.885112214829756,1.61488778517024,1,1,0.999999928088005,1,1,1
"ADPRH",-1.05189331401121,-1.05189331401121,1.44810668598879,1,1,0.999997033245861,1,1,1
"ADPRHL1",-2.50576444867572,-2.50576444867572,-0.00576444867571801,0.923943026469474,0.786087937688935,0.490470306200132,1,1,1
"ADPRHL2",-0.731265412348336,-0.731265412348336,1.76873458765166,1,1,0.999999672765549,1,1,1
"ADRA1A",-1.62493331603507,-1.62493331603507,0.875066683964929,1,1,0.9783305477437,1,1,1
"ADRA1B",0.0496286840808322,0.0496286840808322,2.54962868408083,0.83713522741032,0.994226842351337,0.418749095871781,1,1,1
"ADRA1D",-2.57021795603351,-2.57021795603351,-0.0702179560335132,0.820203153462175,0.601177865034792,0.436030076049785,1,1,0.999040887648919
"ADRA2A",-2.97177676336943,-2.97177676336943,-0.471776763369428,0.246034104545061,0.234930170018733,0.123017052609112,1,1,0.98798290274806
"ADRA2B",-1.57228989023612,-1.57228989023612,0.927710109763881,1,1,0.997075979110636,1,1,1
"ADRA2C",-3.40831209380617,-3.40831209380617,-0.908312093806171,0.00721269407084898,0.00484130246710179,0.00360634703542766,0.116964327132775,0.0816090756907065,0.0584821692069282
"ADRB1",-4.4967198228183,-4.4967198228183,-1.9967198228183,1.5291082832703e-07,1.14806009593748e-07,7.64554141641306e-08,7.98608120930532e-06,5.90574470597209e-06,3.99304741845379e-06
"ADRB2",-1.88640348675248,-1.88640348675248,0.613596513247522,1,1,0.986096463994791,1,1,1
"ADRB3",-1.52633012644227,-1.52633012644227,0.973669873557732,0.999157386630575,1,0.890433274283703,1,1,1
"ADRBK1",-0.824565659277072,-0.824565659277072,1.67543434072293,1,1,0.999998680223239,1,1,1
"ADRBK2",-1.24155194723857,-1.24155194723857,1.25844805276143,1,1,0.999999255382981,1,1,1
"ADRM1",-1.19648973146266,-1.19648973146266,1.30351026853734,1,1,0.999999999999997,1,1,1
"ADSL",-1.12806630047897,-1.12806630047897,1.37193369952103,1,1,0.999999998202187,1,1,1
"ADSS",-2.17455036438157,-2.17455036438157,0.325449635618428,1,1,0.93358363612045,1,1,1
"ADSSL1",-0.00530166326796566,-0.00530166326796566,2.49469833673203,0.99442592601905,0.65508368214122,0.506082471707047,1,1,1
"ADTRP",-3.901199705661,-3.901199705661,-1.401199705661,3.92095943826995e-05,9.72526296786387e-05,1.96047971913537e-05,0.00116486224838086,0.00253016120929092,0.000582431332499772
"AEBP1",-1.2917769798566,-1.2917769798566,1.2082230201434,1,1,0.999679005918663,1,1,1
"AEBP2",-1.79990630002125,-1.79990630002125,0.700093699978749,1,1,0.999533012387429,1,1,1
"AEN",-0.42129251198582,-0.42129251198582,2.07870748801418,1,1,0.989953313683749,1,1,1
"AES",-1.51769247369884,-1.51769247369884,0.982307526301164,1,1,0.999999996535031,1,1,1
"AFAP1",-1.22572800869437,-1.22572800869437,1.27427199130563,1,1,0.999998003835561,1,1,1
"AFAP1-AS1",0.918336185499344,0.918336185499344,3.41833618549934,0.157477973969267,0.395999301401529,0.0787400873849404,1,1,0.994630182687546
"AFAP1L1",-0.211012431732264,-0.211012431732264,2.28898756826774,1,1,0.806179289241757,1,1,1
"AFAP1L2",-3.31802852747354,-3.31802852747354,-0.818028527473542,0.00278504950445407,0.00408367374974115,0.00139252475222703,0.0514983806871193,0.0704688580591575,0.0257492698133425
"AFF1",-2.11539252268465,-2.11539252268465,0.384607477315347,1,1,0.940604562128625,1,1,1
"AFF2",-0.689887441933525,-0.689887441933525,1.81011255806647,1,1,0.963028532343383,1,1,1
"AFF3",-0.683228967742276,-0.683228967742276,1.81677103225772,1,1,0.973252767625623,1,1,1
"AFF4",-1.87113764260688,-1.87113764260688,0.628862357393115,1,1,0.990080937906692,1,1,1
"AFG3L1P",-0.898247285377183,-0.898247285377183,1.60175271462282,1,1,0.999785634118774,1,1,1
"AFG3L2",-2.06318793282019,-2.06318793282019,0.436812067179813,1,1,0.981003592254099,1,1,1
"AFM",-5.62649977241662,-5.62649977241662,-3.12649977241662,0.00499356281020339,0.000563650809001943,0.00249930656559989,0.0798202485889651,0.0121879436801624,0.0399410067184155
"AFMID",-2.61739262938823,-2.61739262938823,-0.117392629388229,0.539935482488274,0.802790890326591,0.269967741244137,1,1,1
"AFP",-3.06209016404171,-3.06209016404171,-0.562090164041706,0.392923007833992,0.177194433746261,0.19650735733285,1,0.999003369235594,0.987296249662354
"AFTPH",-2.10796056244677,-2.10796056244677,0.392039437553231,1,1,0.960323172234346,1,1,1
"AGA",-1.70359292313454,-1.70359292313454,0.796407076865463,1,1,0.999997317339097,1,1,1
"AGAP1",-1.45863276572093,-1.45863276572093,1.04136723427907,1,1,0.999985797392127,1,1,1
"AGAP11",-0.456036100156894,-0.456036100156894,2.04396389984311,1,1,0.890209393065081,1,1,1
"AGAP2",1.11452052924934,1.11452052924934,3.61452052924934,0.000109795610345651,0.000151458096062653,5.48978051728235e-05,0.0141798898542704,0.0170092507782413,0.00708995256120967
"AGAP3",-0.773797132864593,-0.773797132864593,1.72620286713541,1,1,0.999989759807146,1,1,1
"AGAP4",-0.58355357762492,-0.58355357762492,1.91644642237508,1,1,0.980281430378486,1,1,1
"AGAP5",-0.780257778269347,-0.780257778269347,1.71974222173065,1,1,0.997361467738511,1,1,1
"AGAP6",-0.408082750449284,-0.408082750449284,2.09191724955072,1,1,0.911710241157009,1,1,1
"AGAP7",-0.931958510446475,-0.931958510446475,1.56804148955352,1,1,0.984534382417447,1,1,1
"AGAP8",-0.496374324710074,-0.496374324710074,2.00362567528993,1,1,0.922660166531807,1,1,1
"AGAP9",-0.73442610032566,-0.73442610032566,1.76557389967434,1,1,0.988256758002796,1,1,1
"AGBL2",-0.533633642275293,-0.533633642275293,1.96636635772471,1,1,0.982524156541647,1,1,1
"AGBL3",-0.324902268309515,-0.324902268309515,2.17509773169049,1,1,0.896592669589108,1,1,1
"AGBL4",-4.47746989005637,-4.47746989005637,-1.97746989005637,0.000133102771276181,3.91533134549149e-06,6.6551741655852e-05,0.00304631536801936,0.000143903138178839,0.00152316517332266
"AGBL5",-1.70598900541034,-1.70598900541034,0.794010994589661,1,1,0.999998655073187,1,1,1
"AGER",-0.104632691740738,-0.104632691740738,2.39536730825926,1,1,0.632785795305165,1,1,1
"AGFG1",-1.82133552245645,-1.82133552245645,0.678664477543553,1,1,0.999012273912254,1,1,1
"AGFG2",-2.37735500374512,-2.37735500374512,0.122644996254877,1,1,0.683203353014954,1,1,1
"AGGF1",-1.78344076481641,-1.78344076481641,0.716559235183587,1,1,0.999867192750132,1,1,1
"AGK",-1.63912721307603,-1.63912721307603,0.86087278692397,1,1,0.999999921538047,1,1,1
"AGL",-2.64754283785066,-2.64754283785066,-0.147542837850665,0.53199846655019,1,0.265999233275095,1,1,1
"AGMAT",-3.19222874164638,-3.19222874164638,-0.692228741646377,0.275673589959826,0.0254618273183448,0.137838955282648,1,0.347445105799609,1
"AGMO",-1.35185053382759,-1.35185053382759,1.14814946617241,1,1,0.979579592246098,1,1,1
"AGPAT1",-1.73458254579179,-1.73458254579179,0.765417454208212,1,1,0.999996562544002,1,1,1
"AGPAT2",-1.96590434530359,-1.96590434530359,0.534095654696406,1,1,0.996330544363209,1,1,1
"AGPAT3",-2.02701922624649,-2.02701922624649,0.472980773753506,1,1,0.979764766170359,1,1,1
"AGPAT4",-2.1971126619597,-2.1971126619597,0.302887338040303,1,1,0.902266827581837,1,1,1
"AGPAT4-IT1",-1.0294201760578,-1.0294201760578,1.4705798239422,1,1,0.987659864033794,1,1,1
"AGPAT5",-1.33976365798383,-1.33976365798383,1.16023634201617,1,1,0.999999223126132,1,1,1
"AGPAT6",-1.48116998239533,-1.48116998239533,1.01883001760467,1,1,0.999999777590207,1,1,1
"AGPAT9",-5.04226306609442,-5.04226306609442,-2.54226306609442,8.30721077662006e-09,1.36349146545082e-08,4.15360538843844e-09,6.05854079825572e-07,9.38296964169168e-07,3.02927049875381e-07
"AGPHD1",-3.66949954228187,-3.66949954228187,-1.16949954228187,4.36790184437549e-07,3.82055985842722e-07,2.18395092218775e-07,2.15292518748515e-05,1.74247933272439e-05,1.07646390971355e-05
"AGPS",-1.47043229169349,-1.47043229169349,1.02956770830651,1,1,0.999968619938696,1,1,1
"AGR2",-7.64464338137939,-7.64464338137939,-5.14464338137939,1.00544129842821e-07,1.79628133945725e-07,5.02771175688765e-08,5.00543145441924e-06,9.20056760817507e-06,2.5029263568592e-06
"AGR3",-6.26304416738713,-6.26304416738713,-3.76304416738713,3.10504270075417e-05,3.35076737891452e-06,1.5526542641718e-05,0.000899730742870973,0.000122192806413361,0.000449896682708243
"AGRN",-1.39415934111616,-1.39415934111616,1.10584065888384,1,1,0.999999165425798,1,1,1
"AGRP",-3.38333714686931,-3.38333714686931,-0.883337146869311,0.072962259732717,0.0586290006266389,0.0364811455147509,0.646510020575953,0.581907036848791,0.388723484098113
"AGSK1",-1.50337742296708,-1.50337742296708,0.996622577032923,0.998582858747627,1,0.896654580942183,1,1,1
"AGT",-0.675258160862485,-0.675258160862485,1.82474183913751,1,1,0.904351436580495,1,1,1
"AGTPBP1",-1.85768629179068,-1.85768629179068,0.642313708209319,1,1,0.997238439037648,1,1,1
"AGTR1",-2.84489619834848,-2.84489619834848,-0.344896198348484,0.47927396608507,0.774849571568884,0.23963709772353,1,1,1
"AGTRAP",-1.25430821623984,-1.25430821623984,1.24569178376016,1,1,0.999999999999854,1,1,1
"AGXT",-4.11279149648256,-4.11279149648256,-1.61279149648256,0.0534594561802529,0.00750303382620715,0.0267396444866437,0.583576279471097,0.119633454728604,0.312610810784906
