"","j","median.effect","median.effect.l","median.effect.u","ctt.pval","cwt.pval","gtt.pval","ctt.pval.BH.adj","cwt.pval.BH.adj","gtt.pval.BH.adj"
" g__Aggregatibacter",-0.46,0.188770603181217,-2.15892440463576,-0.700089902949073,0.646046341219043,0.556319198202423,0.419696195600106,0.994512470049967,0.999707375122638,0.789099227574548
" g__Abiotrophia",-0.46,-0.570928207053232,-2.91862321487021,-1.45978871318352,0.269239120600025,0.126520239098135,0.155038467802184,0.752238529337682,0.518289161660783,0.458814566437436
" g__Actinobacillus",-0.46,-2.05175718192166,-4.39945218973864,-2.94061768805195,0.0765780596221624,0.0147482383745708,0.0441849490727213,0.392952701097942,0.121843846697777,0.218457103299808
" g__Rothia",-0.46,-0.138268277435134,-2.48596328525211,-1.02712878356542,0.0149867515592922,0.0208302356594931,0.00749375201743674,0.133380975347323,0.146374325476038,0.0667742234120372
" g__[Prevotella]",-0.46,-0.984522035742546,-3.33221704355953,-1.87338254187284,0.00167637195628678,0.00334967277837828,0.000838657695268643,0.0212340447796325,0.0419378058893808,0.0106229974734028
" g__Capnocytophaga",-0.46,0.924742621004691,-1.42295238681229,0.0358821148744004,0.96946337895938,0.97954108138181,0.532465741190555,1,1,0.906795166257331
" g__Leptotrichia",-0.46,1.38424449003728,-0.963450517779701,0.495383983906988,1,1,0.92886938827481,1,1,0.999731700288706
" g__Campylobacter",-0.46,1.58736429950822,-0.760330708308762,0.698503793377928,1,1,0.973507440035816,1,1,0.999853758293475
" g__Lautropia",-0.46,-0.568818597475091,-2.91651360529207,-1.45767910360538,0.142641149392799,0.124264624946424,0.0743452779940208,0.63186909236317,0.516274665901685,0.332410565526981
" g__Actinomyces",-0.46,0.656009851336527,-1.69168515648045,-0.232850654793763,0.480516074239315,0.561983497704858,0.240265134646516,0.989270317513448,0.996499353007951,0.624704812957666
" g__Oribacterium",-0.46,0.976486515556328,-1.37120849226065,0.0876260094260382,0.985701919063194,1,0.572858785091329,1,1,0.926595370379521
" g__Kingella",-0.46,1.09574777947332,-1.25194722834366,0.206887273343032,0.908268299351424,0.879500567113827,0.695358032786342,0.999570276406754,1,0.931412765419778
" g__Catonella",-0.46,0.548609233107385,-1.79908577470959,-0.340251273022905,0.65713168658349,0.726424939286407,0.370337720358263,0.98388969808502,0.99709235482479,0.735265581128623
" g__Selenomonas",-0.46,3.6292916778469,1.28159667002992,2.74043117171661,0.116152122226529,0.238418730958766,0.0591970874982297,0.999693176209977,1,0.977149334967268
" g__Dialister",-0.46,0.826658444458187,-1.52103656335879,-0.0622020616721033,0.85729999410528,0.994140960386347,0.601706708384697,0.999367974611455,1,0.897051774938436
" g__Moryella",-0.46,1.45588469951461,-0.891810308302372,0.567024193384317,0.986933911117236,1,0.804444056895381,1,1,0.9779320439742
" g__Parvimonas",-0.46,-0.215200163113166,-2.56289517093015,-1.10406066924346,0.439167867091032,0.548345398185424,0.263734278508257,0.902592894440258,0.979470458917667,0.615930701073274
" g__Tannerella",-0.46,1.24125077455265,-1.10644423326433,0.352390268422364,0.95526787262007,0.953063744362048,0.718061124804612,0.999932756945706,0.999962190010592,0.947490780197065
" g__Mogibacterium",-0.46,-0.112573898122621,-2.4602689059396,-1.00143440425291,0.441504779122841,0.427046202725063,0.26283869482294,0.892773175663045,0.910690600371323,0.606189037361549
" g__Bulleidia",-0.46,0.536294898815592,-1.81140010900139,-0.352565607314698,0.697275812336217,0.861233024128436,0.420034226933252,0.988447100852943,0.999975101026754,0.777846083254709
" g__Atopobium",-0.46,1.5808625492699,-0.766832458547082,0.692002043139608,0.992480759594311,1,0.836345488854128,1,1,0.985112358733277
" g__Peptostreptococcus",-0.46,1.51166695416433,-0.836028053652649,0.622806448034041,0.987848703477632,0.999940737188249,0.817851166925287,1,1,0.980434062246345
" g__Corynebacterium",-0.46,0.58110564943202,-1.76658935838496,-0.30775485669827,0.66936088745373,0.688164024808728,0.34802838398366,0.997683675073352,0.999502843398772,0.744443763946889
" g__Mycoplasma",-0.46,1.18331849809792,-1.16437650971906,0.294457991967633,0.883003727855216,0.904082499770122,0.682293746332226,0.992187957658193,0.995500232643059,0.910404625454983
" g__Treponema",-0.46,1.68136403110098,-0.666330976715998,0.792503524970692,0.967636000222328,0.986024865090009,0.805301631202028,0.999980552357354,1,0.978238711243817
" g__Cardiobacterium",-0.46,2.45850977638269,0.110814768565709,1.5696492702524,0.835243282903735,0.999807944963901,0.571008989514356,1,1,0.989308046100749
" g__Shuttleworthia",-0.46,0.661830682048552,-1.68586432576843,-0.227029824081738,0.769626150155258,0.796394619195612,0.550068279688631,0.986957363567263,0.994167330839019,0.844325354291028
" g__Schwartzia",-0.46,3.82363907670332,1.47594406888635,2.93477857057303,0.30357112467699,0.242449648520392,0.17907432694777,0.973273700735624,0.978309621912636,0.930780015107575
" g__TG5",-0.46,1.6161972801688,-0.731497727648176,0.727336774038513,0.944036868232957,0.963855791093101,0.785229278503409,0.999376134027548,0.999997881694583,0.965271766609607
" g__Lachnoanaerobaculum",-0.46,1.42018601837158,-0.927508989445395,0.531325512241294,0.965196094746765,0.999482506441443,0.771678200272698,0.999824485032936,1,0.961892400986889
"other",-0.46,0.0801713415444993,-2.26752366627248,-0.808689164585791,0.0210864591168704,0.0227771144887957,0.0105432999185679,0.160265384900691,0.15326094575585,0.08042547901718
" g__Streptococcus",-0.45,-0.700280137343158,-3.03797514516014,-1.57914064347345,3.67500012902675e-05,9.11473854603708e-05,1.83751204119088e-05,0.000698250024515082,0.00173180032374704,0.000349127287826267
" g__Haemophilus",-0.45,-0.584185556124275,-2.92188056394125,-1.46304606225457,3.30998176968747e-07,5.47054945512363e-07,1.65499124569655e-07,1.25779307248124e-05,2.07880879294698e-05,6.28896673364688e-06
" g__Neisseria",-0.45,-0.559853375004288,-2.89754838282127,-1.43871388113458,0.310176691822887,0.125289818721253,0.180704432703614,0.914504180845746,0.521687469700848,0.550035696701986
" g__Veillonella",-0.45,0.522533463471653,-1.81516154434533,-0.356327042658638,0.34012009693557,0.350461822299676,0.170073851173478,0.986144770332566,0.988660310082757,0.557655609292976
" g__Porphyromonas",-0.45,-0.00034922790741776,-2.3380442357244,-0.879209734037708,0.0928631150206685,0.0955075024856492,0.0464663256632472,0.493231033304009,0.454884498140289,0.250217818758184
" g__Prevotella",-0.45,0.428686438813434,-1.90900856900355,-0.450174067316856,0.487474186644437,0.573575940333039,0.246570531181492,0.999538679671309,1,0.642061463277651
" g__Fusobacterium",-0.45,0.97230792264476,-1.36538708517222,0.0934474165144694,0.99986659360172,1,0.613634538468606,1,1,0.951843293631235
" g__Aggregatibacter",-0.45,0.166753965718342,-2.17094104209864,-0.712106540411948,0.652084013791894,0.561959253050994,0.423965551133713,0.996308186039087,0.99968098649681,0.800558782405135
" g__Abiotrophia",-0.45,-0.574866702000162,-2.91256170981714,-1.45372720813045,0.260694895900051,0.128031130251978,0.148375454382294,0.759654348588421,0.52809628085808,0.459281927048859
" g__Actinobacillus",-0.45,-2.02979530749672,-4.3674903153137,-2.90865581362701,0.0772390855956404,0.0148018072258188,0.0445428461982367,0.394029843349548,0.123099949591482,0.219323702622672
" g__Rothia",-0.45,-0.143255380854941,-2.48095038867192,-1.02211588698523,0.0157613052918958,0.0214920969423075,0.00788105017686878,0.139587155966718,0.151370286060548,0.0699496291878703
" g__[Prevotella]",-0.45,-0.98139662187281,-3.31909162968979,-1.8602571280031,0.0017707547445853,0.00360778559087579,0.000885879584034337,0.0224295600980805,0.0452299566767323,0.0112211413977683
" g__Capnocytophaga",-0.45,0.925952927579742,-1.41174208023724,0.0470924214494515,0.977119940634526,0.986554802528161,0.54564426911793,1,1,0.919754833583319
" g__Leptotrichia",-0.45,1.38372817667168,-0.9539668311453,0.504867670541389,1,1,0.932599246738182,1,1,0.999965385357635
" g__Campylobacter",-0.45,1.58611996931969,-0.751575038497293,0.707259463189396,1,1,0.975368472900236,1,1,0.999990351988313
" g__Lautropia",-0.45,-0.548355735813538,-2.88605074363052,-1.42721624194383,0.144765066055492,0.126890301475315,0.0753143358785567,0.643236200280111,0.526277545402484,0.337958585985325
" g__Actinomyces",-0.45,0.652476647323169,-1.68521836049381,-0.226383858807121,0.496485013481046,0.578811136144368,0.248250380677911,0.991645740758196,0.99744520274029,0.638921733802088
" g__Oribacterium",-0.45,0.978028789796456,-1.35966621802052,0.0991682836661658,0.989437419561715,1,0.581694089594474,1,1,0.938006373009335
" g__Kingella",-0.45,1.04892603309641,-1.28876897472057,0.170065526966122,0.910673069492065,0.88399951472714,0.693742178630409,0.999327612686905,1,0.933937025357156
" g__Catonella",-0.45,0.553378544350242,-1.78431646346674,-0.325481961780048,0.65942885416332,0.730247974205247,0.37115197126,0.983927496424624,0.997742625354299,0.74285480267533
" g__Selenomonas",-0.45,3.6159509181553,1.27825591033832,2.73709041202501,0.111497574599299,0.23309687258305,0.05690631391447,0.998984350284012,1,0.974492739480861
" g__Dialister",-0.45,0.841599601311802,-1.49609540650518,-0.0372609048184884,0.864859092752048,0.991649853860646,0.615645385880973,0.999505362661673,1,0.906204584452154
" g__Moryella",-0.45,1.48155776209356,-0.85613724572342,0.602697255963269,0.993988350148651,1,0.818105947943249,1,1,0.982964047016188
" g__Parvimonas",-0.45,-0.17324096007286,-2.51093596788984,-1.05210146620315,0.454993452520664,0.558888528441262,0.274131225458861,0.912618022541049,0.981379156757354,0.63128759301314
" g__Tannerella",-0.45,1.22323823510263,-1.11445677271435,0.344377728972342,0.949414098324168,0.955746763493649,0.708174585217475,0.999658804788575,0.999725010021009,0.944544412004801
" g__Mogibacterium",-0.45,-0.0359271540395767,-2.37362216185656,-0.914787660169867,0.482447646288149,0.453175811278754,0.292586369816146,0.913846730998216,0.926719323228404,0.641435781209839
" g__Bulleidia",-0.45,0.538724399285694,-1.79897060853129,-0.340136106844596,0.700110339414835,0.865991149932541,0.428948258888144,0.986655730651503,0.999860350979366,0.781337571964018
" g__Atopobium",-0.45,1.533966519447,-0.803728488369979,0.65510601331671,0.991557425262595,1,0.829961642706833,1,1,0.985524040722943
" g__Peptostreptococcus",-0.45,1.50825123388821,-0.829443773928773,0.629390727757917,0.98897688363884,1,0.828610521450502,1,1,0.984223711202971
" g__Corynebacterium",-0.45,0.551368727542616,-1.78632628027436,-0.327491778587674,0.656076597271857,0.688577936701612,0.341015404887722,0.998646694807225,0.999920249952802,0.742263830217942
" g__Mycoplasma",-0.45,1.20358967573975,-1.13410533207723,0.324729169609458,0.880491855633762,0.894371793210555,0.684604722331975,0.992680551439129,0.996266198686612,0.912654225806696
" g__Treponema",-0.45,1.70946739603664,-0.628227611780343,0.830606889906346,0.968346257967169,0.987457805159806,0.80207319983762,0.999923566057918,1,0.981775197358435
" g__Cardiobacterium",-0.45,2.52223547377077,0.184540465953791,1.64337496764048,0.81650786321546,0.999291318390873,0.549665757410988,1,1,0.991850938952144
" g__Shuttleworthia",-0.45,0.614119896050823,-1.72357511176616,-0.264740610079467,0.745552570770043,0.777018302160881,0.533684463578739,0.979807494972478,0.990738302987848,0.830984934421864
" g__Schwartzia",-0.45,3.78248197695702,1.44478696914004,2.90362147082673,0.297350193005145,0.235758223271932,0.1766226255359,0.96813549843218,0.971209664996724,0.921111674824056
" g__TG5",-0.45,1.70055403920032,-0.637140968616657,0.821693533070032,0.937131758032115,0.954104795237123,0.776401518963623,0.999130404647902,1,0.966664356537951
" g__Lachnoanaerobaculum",-0.45,1.39044283860279,-0.947252169214188,0.511582332472502,0.969251160756214,0.999181193623702,0.767120045136189,1,1,0.966104627373098
"other",-0.45,0.0793606368358002,-2.25833437098118,-0.79949986929449,0.0225273558678339,0.0240135670205445,0.0112637544086039,0.169953965138063,0.160336719672452,0.0852897346777944
" g__Streptococcus",-0.44,-0.699695109286415,-3.02739011710339,-1.56855561541671,4.01594954184658e-05,9.57207870314984e-05,2.00798775178048e-05,0.00076303041295085,0.00181869495359847,0.000381517672838291
" g__Haemophilus",-0.44,-0.584558054371689,-2.91225306218867,-1.45341856050198,3.60191485523838e-07,5.67501461826096e-07,1.80095780355929e-07,1.36872764499058e-05,2.15650555493917e-05,6.84363965352531e-06
" g__Neisseria",-0.44,-0.560590135296858,-2.88828514311384,-1.42945064142715,0.313201346020826,0.130205594489616,0.181826271667178,0.927882961031819,0.538760071366593,0.561807611265492
" g__Veillonella",-0.44,0.523608955432253,-1.80408605238473,-0.345251550698037,0.353873831866258,0.370041878368383,0.176951872025856,0.992464493146263,0.995736184507607,0.57743090960675
" g__Porphyromonas",-0.44,0.00241509957937458,-2.3252799082376,-0.866445406550916,0.0975342065973084,0.0996358617089471,0.0488039819841139,0.513366559804963,0.472366664526199,0.260971772645238
" g__Prevotella",-0.44,0.428862426100168,-1.89883258171681,-0.439998080030122,0.497151845609228,0.586875648976005,0.251519056201486,0.99970772464761,1,0.656723974156795
" g__Fusobacterium",-0.44,0.972493141263384,-1.3552018665536,0.103632635133094,0.999932602458845,1,0.62230942213417,1,1,0.956221778231178
" g__Aggregatibacter",-0.44,0.159027763933162,-2.16866724388382,-0.709832742197128,0.656018371017195,0.571131726929238,0.427219159291507,0.997888512406064,0.999854869514391,0.80528695849289
" g__Abiotrophia",-0.44,-0.571432793303685,-2.89912780112066,-1.44029329943397,0.269360628196594,0.130909515820338,0.154129324284592,0.769866349748411,0.540334010856642,0.467708111167722
" g__Actinobacillus",-0.44,-2.02900117864577,-4.35669618646275,-2.89786168477606,0.0776829789017666,0.0151973381430727,0.0448461240189697,0.402157448588696,0.127412458577494,0.225283847025001
" g__Rothia",-0.44,-0.143186784956709,-2.47088179277369,-1.012047291087,0.0166766863761366,0.0222337328655823,0.00833877561257687,0.147972089313944,0.156593322234699,0.0741231687234318
" g__[Prevotella]",-0.44,-0.979787839923084,-3.30748284774006,-1.84864834605337,0.00187111139286223,0.00372023590721368,0.000936097249362095,0.0237007443095882,0.0466808456808914,0.0118572318252532
" g__Capnocytophaga",-0.44,0.929897174409668,-1.39779783340731,0.0610366682793775,0.981931046919975,0.988515514668512,0.555645147849392,1,1,0.928241346108033
" g__Leptotrichia",-0.44,1.38452654090421,-0.943168466912772,0.515666034773917,1,1,0.937261503694394,1,1,0.999977339212985
" g__Campylobacter",-0.44,1.58947736164613,-0.738217646170849,0.72061685551584,1,1,0.976184167915277,1,1,0.999989691708858
" g__Lautropia",-0.44,-0.565767091254117,-2.8934620990711,-1.43462759738441,0.147153550722346,0.127420497933729,0.0766119178727501,0.65461234973693,0.533797993127875,0.345127767662155
" g__Actinomyces",-0.44,0.659109754499556,-1.66858525331742,-0.209750751630734,0.52680831976486,0.610938252818396,0.263549653682576,0.996392666032207,0.998913682162437,0.66511647161905
" g__Oribacterium",-0.44,0.974060299566409,-1.35363470825057,0.105199793436119,0.989507836264739,1,0.587197732447451,1,1,0.941344776822782
" g__Kingella",-0.44,1.07989724441988,-1.2477977633971,0.211036738289591,0.916715959401637,0.888895874107621,0.699133852577831,0.999664769608865,1,0.941032618713167
" g__Catonella",-0.44,0.544424356058485,-1.78327065175849,-0.324436150071805,0.663928949579001,0.742374268510074,0.372228987111492,0.990137960869802,0.998827680693288,0.750181778284663
" g__Selenomonas",-0.44,3.6391518331202,1.31145682530322,2.77029132698991,0.109563547217642,0.223614282631979,0.0558680893012223,0.999423496305847,1,0.969981613305758
" g__Dialister",-0.44,0.868424126099797,-1.45927088171718,-0.000436380030492733,0.865923554774496,0.990911861050732,0.619127719353491,0.998955142390496,1,0.907091064311626
" g__Moryella",-0.44,1.46716200965736,-0.860532998159618,0.598301503527071,0.988611022882345,1,0.813412056553051,1,1,0.981652844593287
" g__Parvimonas",-0.44,-0.1730230102628,-2.50071801807978,-1.04188351639309,0.441148494977766,0.556835281613496,0.263850296647066,0.909742129681823,0.982513986598302,0.627206410719064
" g__Tannerella",-0.44,1.21844418379951,-1.10925082401747,0.349583677669216,0.956114749274739,0.953804981237202,0.722482390476498,0.999897097482008,0.999878356777757,0.951202600716212
" g__Mogibacterium",-0.44,-0.00447461988963127,-2.33216962770661,-0.873335126019921,0.489200997421386,0.464278603948467,0.293868816727364,0.924648532832043,0.929801566766608,0.655157451751556
" g__Bulleidia",-0.44,0.537585680979386,-1.79010932683759,-0.331274825150904,0.708771004445695,0.880509196492003,0.433475902888659,0.990855446123118,1,0.79263300671726
" g__Atopobium",-0.44,1.58613356293512,-0.741561444881859,0.71727305680483,0.992302562489092,1,0.836923780744152,1,1,0.986863760098579
" g__Peptostreptococcus",-0.44,1.50639917479661,-0.821295833020371,0.637538668666318,0.990918837264986,1,0.825805980949118,1,1,0.985195042814753
" g__Corynebacterium",-0.44,0.565766956295256,-1.76192805152172,-0.303093549835034,0.676689632580154,0.704800473304411,0.352826344776667,0.999237349913842,0.999844924637703,0.757572993404069
" g__Mycoplasma",-0.44,1.16385757018171,-1.16383743763527,0.294997064051415,0.872311136109601,0.890993684515311,0.674155645399351,0.992016401535493,0.997662919642945,0.909257136336802
