"","colour","linetype","x","y","ymin","ymax","se","flipped_aes","PANEL","group","fill","linewidth","weight","alpha"
"360","#1f77b4","dashed",155.189873417722,0.105237423599878,0.0987171416653842,0.111757705534372,0.00260815233311628,FALSE,"1",5,"grey60",1.5,1,0
"361","#1f77b4","dashed",158.810126582278,0.107886845719882,0.101567340398219,0.114206351041546,0.00252784046984872,FALSE,"1",5,"grey60",1.5,1,0
"362","#1f77b4","dashed",162.430379746835,0.110504380548584,0.104272923334128,0.116735837763041,0.00249262069276761,FALSE,"1",5,"grey60",1.5,1,0
"363","#1f77b4","dashed",166.050632911392,0.11304958397911,0.106788522737843,0.119310645220377,0.00250446248310309,FALSE,"1",5,"grey60",1.5,1,0
"364","#1f77b4","dashed",169.670886075949,0.115482011904582,0.109159167734187,0.121804856074978,0.00252917602959888,FALSE,"1",5,"grey60",1.5,1,0
"365","#1f77b4","dashed",173.291139240506,0.117792726243762,0.111453906507667,0.124131545979856,0.00253556635280404,FALSE,"1",5,"grey60",1.5,1,0
"366","#1f77b4","dashed",176.911392405063,0.120020688972482,0.113693869197789,0.126347508747175,0.00253076629543839,FALSE,"1",5,"grey60",1.5,1,0
"367","#1f77b4","dashed",180.53164556962,0.122183282099138,0.115866369974357,0.128500194223918,0.00252680317536236,FALSE,"1",5,"grey60",1.5,1,0
"368","#1f77b4","dashed",184.151898734177,0.124297651897461,0.117965952231224,0.130629351563698,0.00253271828166268,FALSE,"1",5,"grey60",1.5,1,0
"369","#1f77b4","dashed",187.772151898734,0.126380944641183,0.119999845779524,0.132762043502841,0.00255247825954213,FALSE,"1",5,"grey60",1.5,1,0
"370","#1f77b4","dashed",191.392405063291,0.128450306604035,0.12199018174169,0.134910431466379,0.00258408913927645,FALSE,"1",5,"grey60",1.5,1,0
"371","#1f77b4","dashed",195.012658227848,0.130522884059748,0.123972425766865,0.137073342352631,0.00262022305955553,FALSE,"1",5,"grey60",1.5,1,0
"372","#1f77b4","dashed",198.632911392405,0.132615823282056,0.125990631159486,0.139241015404625,0.00265011704484914,FALSE,"1",5,"grey60",1.5,1,0
"373","#1f77b4","dashed",202.253164556962,0.134732236149189,0.128066956871615,0.141397515426763,0.00266615215006432,FALSE,"1",5,"grey60",1.5,1,0
"374","#1f77b4","dashed",205.873417721519,0.136829214832158,0.130135400150434,0.143523029513882,0.00267756648485192,FALSE,"1",5,"grey60",1.5,1,0
"375","#1f77b4","dashed",209.493670886076,0.13890362405066,0.132188281404919,0.145618966696401,0.00268617780107144,FALSE,"1",5,"grey60",1.5,1,0
"376","#1f77b4","dashed",213.113924050633,0.140957127106119,0.134226053701543,0.147688200510695,0.00269247020004575,FALSE,"1",5,"grey60",1.5,1,0
"377","#1f77b4","dashed",216.73417721519,0.142991387299957,0.136249588175762,0.149733186424151,0.00269676055296754,FALSE,"1",5,"grey60",1.5,1,0
"378","#1f77b4","dashed",220.354430379747,0.145008067933597,0.138260193310801,0.151755942556392,0.0026991907892686,FALSE,"1",5,"grey60",1.5,1,0
"379","#1f77b4","dashed",223.974683544304,0.147008832308462,0.14025958204921,0.153758082567714,0.00269974105219727,FALSE,"1",5,"grey60",1.5,1,0
"380","#1f77b4","dashed",227.594936708861,0.148995343725975,0.142249786031387,0.155740901420564,0.00269826400392859,FALSE,"1",5,"grey60",1.5,1,0
"381","#1f77b4","dashed",231.215189873418,0.15096926548756,0.144233016008595,0.157705514966524,0.00269454066120511,FALSE,"1",5,"grey60",1.5,1,0
"382","#1f77b4","dashed",234.835443037975,0.152932260894638,0.146211466676605,0.159653055112671,0.00268835846306364,FALSE,"1",5,"grey60",1.5,1,0
"383","#1f77b4","dashed",238.455696202532,0.154885993248634,0.148187062561683,0.161584923935585,0.0026796129179821,FALSE,"1",5,"grey60",1.5,1,0
"384","#1f77b4","dashed",242.075949367089,0.156832125850969,0.150161139382051,0.163503112319887,0.00266843506122825,FALSE,"1",5,"grey60",1.5,1,0
"385","#1f77b4","dashed",245.696202531646,0.158772322003067,0.152134053477156,0.165410590528978,0.00265534768552179,FALSE,"1",5,"grey60",1.5,1,0
"386","#1f77b4","dashed",249.316455696203,0.160708245006351,0.154104712621257,0.167311777391445,0.0026414530184466,FALSE,"1",5,"grey60",1.5,1,0
"387","#1f77b4","dashed",252.936708860759,0.162636745019437,0.156060890024864,0.16921260001401,0.00263038189431632,FALSE,"1",5,"grey60",1.5,1,0
"388","#1f77b4","dashed",256.556962025316,0.164549399104064,0.157979303175743,0.171119495032384,0.0026280782328743,FALSE,"1",5,"grey60",1.5,1,0
"389","#1f77b4","dashed",260.177215189873,0.166446644105007,0.159853500478086,0.173039787731928,0.00263729745214751,FALSE,"1",5,"grey60",1.5,1,0
"390","#1f77b4","dashed",263.79746835443,0.168329171854545,0.161677275298995,0.174981068410096,0.00266079898006033,FALSE,"1",5,"grey60",1.5,1,0
"391","#1f77b4","dashed",267.417721518987,0.170197674184957,0.163444468212728,0.176950880157185,0.00270132336138787,FALSE,"1",5,"grey60",1.5,1,0
"392","#1f77b4","dashed",271.037974683544,0.172052842928519,0.165149311120968,0.178956374736071,0.00276145460756162,FALSE,"1",5,"grey60",1.5,1,0
"393","#1f77b4","dashed",274.658227848101,0.173895369917512,0.166786769274273,0.18100397056075,0.00284348338601302,FALSE,"1",5,"grey60",1.5,1,0
"394","#1f77b4","dashed",278.278481012658,0.175725946984212,0.168352820305276,0.183099073663147,0.00294929540520263,FALSE,"1",5,"grey60",1.5,1,0
"395","#1f77b4","dashed",281.898734177215,0.177545265960898,0.16984461821025,0.185245913711546,0.00308030582099656,FALSE,"1",5,"grey60",1.5,1,0
"396","#1f77b4","dashed",285.518987341772,0.179354018679849,0.171260517622406,0.187447519737291,0.00323744952720159,FALSE,"1",5,"grey60",1.5,1,0
"397","#1f77b4","dashed",289.139240506329,0.181152896973342,0.172599968668649,0.189705825278036,0.00342122321350119,FALSE,"1",5,"grey60",1.5,1,0
"398","#1f77b4","dashed",292.759493670886,0.182942592673657,0.173863320454199,0.192021864893114,0.00363176397279737,FALSE,"1",5,"grey60",1.5,1,0
"399","#1f77b4","dashed",296.379746835443,0.18472379761307,0.175051582422727,0.194396012803414,0.00386894475860657,FALSE,"1",5,"grey60",1.5,1,0
"400","#1f77b4","dashed",300,0.186497203623861,0.176166187699113,0.19682821954861,0.00413246904939052,FALSE,"1",5,"grey60",1.5,1,0
"401","#1777b4","solid",14,0.00104270290188147,NA,0.00359267191302703,0.00102000307542068,FALSE,"1",6,"grey60",1.5,1,0
"402","#1777b4","solid",17.620253164557,0.000947448011751497,NA,0.00321017561642694,0.000905104770105173,FALSE,"1",6,"grey60",1.5,1,0
